Order ID,Items,Item_Count
OD-000643,"[np.str_('Binders'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000644,"[np.str_('Supplies'), np.str_('Phones'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000645,"[np.str_('Binders'), np.str_('Labels'), np.str_('Paper'), np.str_('Bookcases')]",4
OD-000646,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000647,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Labels'), np.str_('Furnishings'), np.str_('Storage')]",5
OD-000648,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Tables')]",5
OD-000649,"[np.str_('Binders'), np.str_('Machines'), np.str_('Tables')]",3
OD-000650,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000651,"[np.str_('Labels'), np.str_('Storage'), np.str_('Supplies')]",3
OD-000652,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Machines')]",3
OD-000653,"[np.str_('Labels'), np.str_('Supplies'), np.str_('Copiers'), np.str_('Machines')]",4
OD-000654,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-000655,"[np.str_('Supplies'), np.str_('Furnishings')]",2
OD-000656,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000657,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Machines'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000658,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-000659,"[np.str_('Bookcases'), np.str_('Phones')]",2
OD-000660,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Tables')]",4
OD-000661,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000662,"[np.str_('Paper'), np.str_('Binders'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000663,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000664,"[np.str_('Paper'), np.str_('Storage')]",2
OD-000665,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Phones')]",3
OD-000666,"[np.str_('Paper'), np.str_('Phones'), np.str_('Chairs'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000667,"[np.str_('Binders'), np.str_('Tables'), np.str_('Paper'), np.str_('Bookcases')]",4
OD-000668,"[np.str_('Paper'), np.str_('Phones'), np.str_('Tables')]",3
OD-000669,"[np.str_('Tables'), np.str_('Phones'), np.str_('Bookcases'), np.str_('Chairs')]",4
OD-000670,"[np.str_('Labels'), np.str_('Storage'), np.str_('Supplies'), np.str_('Accessories')]",4
OD-000671,"[np.str_('Tables'), np.str_('Phones'), np.str_('Accessories')]",3
OD-000672,"[np.str_('Labels'), np.str_('Phones')]",2
OD-000673,"[np.str_('Tables'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-000674,"[np.str_('Labels'), np.str_('Machines')]",2
OD-000675,"[np.str_('Bookcases'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-000676,"[np.str_('Accessories'), np.str_('Binders'), np.str_('Machines'), np.str_('Tables')]",4
OD-000677,"[np.str_('Bookcases'), np.str_('Furnishings')]",2
OD-000678,"[np.str_('Labels'), np.str_('Bookcases')]",2
OD-000679,"[np.str_('Machines'), np.str_('Tables'), np.str_('Supplies')]",3
OD-000680,"[np.str_('Labels'), np.str_('Tables'), np.str_('Copiers')]",3
OD-000681,"[np.str_('Paper'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000682,"[np.str_('Machines'), np.str_('Chairs')]",2
OD-000683,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000684,"[np.str_('Accessories'), np.str_('Tables'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000685,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Machines')]",3
OD-000686,"[np.str_('Storage'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000687,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Bookcases'), np.str_('Paper')]",4
OD-000688,"[np.str_('Paper'), np.str_('Storage'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-000689,"[np.str_('Paper'), np.str_('Labels'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000690,"[np.str_('Furnishings'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Chairs')]",4
OD-000691,"[np.str_('Tables'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-000692,"[np.str_('Accessories'), np.str_('Labels'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000693,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Machines')]",3
OD-000694,"[np.str_('Phones'), np.str_('Storage'), np.str_('Machines')]",3
OD-000695,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Binders'), np.str_('Machines')]",5
OD-000696,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-000697,"[np.str_('Paper'), np.str_('Bookcases'), np.str_('Machines')]",3
OD-000698,"[np.str_('Binders'), np.str_('Accessories'), np.str_('Bookcases'), np.str_('Chairs')]",4
OD-000699,"[np.str_('Paper'), np.str_('Phones'), np.str_('Chairs'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-000700,"[np.str_('Accessories'), np.str_('Storage')]",2
OD-000701,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Tables')]",3
OD-000702,"[np.str_('Labels'), np.str_('Tables'), np.str_('Phones'), np.str_('Supplies')]",4
OD-000703,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000704,"[np.str_('Tables'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000705,"[np.str_('Binders'), np.str_('Supplies')]",2
OD-000706,"[np.str_('Phones'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000707,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000708,"[np.str_('Labels'), np.str_('Binders'), np.str_('Machines')]",3
OD-000709,"[np.str_('Labels'), np.str_('Tables'), np.str_('Storage'), np.str_('Supplies')]",4
OD-000710,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Machines'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000711,"[np.str_('Phones'), np.str_('Storage'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000712,"[np.str_('Paper'), np.str_('Storage'), np.str_('Machines')]",3
OD-000713,"[np.str_('Phones'), np.str_('Accessories'), np.str_('Storage')]",3
OD-000714,"[np.str_('Bookcases'), np.str_('Accessories')]",2
OD-000715,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000716,"[np.str_('Tables'), np.str_('Binders'), np.str_('Furnishings')]",3
OD-000717,"[np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000718,"[np.str_('Labels'), np.str_('Paper'), np.str_('Copiers'), np.str_('Bookcases')]",4
OD-000719,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000720,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-000721,"[np.str_('Labels'), np.str_('Accessories')]",2
OD-000722,"[np.str_('Labels'), np.str_('Paper'), np.str_('Copiers'), np.str_('Furnishings')]",4
OD-000723,"[np.str_('Tables'), np.str_('Binders'), np.str_('Furnishings')]",3
OD-000724,"[np.str_('Binders'), np.str_('Storage')]",2
OD-000725,"[np.str_('Copiers'), np.str_('Furnishings')]",2
OD-000726,"[np.str_('Copiers'), np.str_('Tables'), np.str_('Storage'), np.str_('Bookcases')]",4
OD-000727,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000728,"[np.str_('Bookcases'), np.str_('Furnishings')]",2
OD-000729,"[np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000730,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Phones'), np.str_('Tables')]",4
OD-000731,"[np.str_('Binders'), np.str_('Paper'), np.str_('Accessories')]",3
OD-000732,"[np.str_('Binders'), np.str_('Paper'), np.str_('Storage'), np.str_('Accessories')]",4
OD-000733,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",4
OD-000734,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Phones'), np.str_('Bookcases'), np.str_('Binders')]",5
OD-000735,"[np.str_('Accessories'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Copiers')]",5
OD-000736,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Binders'), np.str_('Paper')]",4
OD-000737,"[np.str_('Labels'), np.str_('Paper'), np.str_('Furnishings')]",3
OD-000738,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Tables')]",3
OD-000739,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-000740,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Copiers')]",5
OD-000741,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000742,"[np.str_('Accessories'), np.str_('Binders'), np.str_('Supplies')]",3
OD-000743,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Furnishings')]",3
OD-000744,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Furnishings')]",5
OD-000745,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000746,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Machines')]",4
OD-000747,"[np.str_('Paper'), np.str_('Phones'), np.str_('Tables'), np.str_('Bookcases'), np.str_('Furnishings')]",5
OD-000748,"[np.str_('Labels'), np.str_('Supplies')]",2
OD-000749,"[np.str_('Labels'), np.str_('Accessories')]",2
OD-000750,"[np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000751,"[np.str_('Furnishings'), np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000752,"[np.str_('Machines'), np.str_('Labels'), np.str_('Supplies')]",3
OD-000753,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000754,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000755,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",3
OD-000756,"[np.str_('Binders'), np.str_('Supplies')]",2
OD-000757,"[np.str_('Phones'), np.str_('Paper'), np.str_('Copiers'), np.str_('Storage')]",4
OD-000758,"[np.str_('Tables'), np.str_('Paper'), np.str_('Supplies')]",3
OD-000759,"[np.str_('Paper'), np.str_('Phones'), np.str_('Binders'), np.str_('Tables'), np.str_('Machines')]",5
OD-000760,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Storage')]",5
OD-000761,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Phones')]",3
OD-000762,"[np.str_('Tables'), np.str_('Bookcases')]",2
OD-000763,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-000764,"[np.str_('Bookcases'), np.str_('Tables'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-000765,"[np.str_('Binders'), np.str_('Phones'), np.str_('Supplies'), np.str_('Tables')]",4
OD-000766,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000767,"[np.str_('Labels'), np.str_('Accessories')]",2
OD-000768,"[np.str_('Phones'), np.str_('Tables'), np.str_('Storage')]",3
OD-000769,"[np.str_('Bookcases'), np.str_('Supplies'), np.str_('Machines'), np.str_('Accessories')]",4
OD-000770,"[np.str_('Phones'), np.str_('Tables'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000771,"[np.str_('Paper'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-000772,"[np.str_('Accessories'), np.str_('Binders')]",2
OD-000773,"[np.str_('Phones'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-000774,"[np.str_('Labels'), np.str_('Paper'), np.str_('Copiers'), np.str_('Binders')]",4
OD-000775,"[np.str_('Machines'), np.str_('Binders'), np.str_('Supplies')]",3
OD-000776,"[np.str_('Binders'), np.str_('Machines'), np.str_('Tables')]",3
OD-000777,"[np.str_('Tables'), np.str_('Storage'), np.str_('Supplies')]",3
OD-000778,"[np.str_('Paper'), np.str_('Tables'), np.str_('Furnishings')]",3
OD-000779,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Machines'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-000780,"[np.str_('Binders'), np.str_('Storage')]",2
OD-000781,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",4
OD-000782,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-000783,"[np.str_('Phones'), np.str_('Tables'), np.str_('Binders'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000784,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000785,"[np.str_('Tables'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000786,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000787,"[np.str_('Labels'), np.str_('Tables')]",2
OD-000788,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Machines')]",4
OD-000789,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Machines')]",5
OD-000790,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Phones')]",3
OD-000791,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Machines'), np.str_('Accessories')]",4
OD-000792,"[np.str_('Tables'), np.str_('Supplies')]",2
OD-000793,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Bookcases'), np.str_('Tables')]",4
OD-000794,"[np.str_('Supplies'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000795,"[np.str_('Accessories'), np.str_('Chairs')]",2
OD-000796,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Supplies')]",3
OD-000797,"[np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000798,"[np.str_('Machines'), np.str_('Chairs')]",2
OD-000799,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000800,"[np.str_('Accessories'), np.str_('Bookcases')]",2
OD-000801,"[np.str_('Labels'), np.str_('Tables')]",2
OD-000802,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Paper'), np.str_('Chairs')]",4
OD-000803,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000804,"[np.str_('Paper'), np.str_('Supplies')]",2
OD-000805,"[np.str_('Labels'), np.str_('Paper'), np.str_('Bookcases'), np.str_('Tables')]",4
OD-000806,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Machines')]",3
OD-000807,"[np.str_('Tables'), np.str_('Bookcases')]",2
OD-000808,"[np.str_('Paper'), np.str_('Supplies')]",2
OD-000809,"[np.str_('Bookcases'), np.str_('Supplies'), np.str_('Storage'), np.str_('Machines')]",4
OD-000810,"[np.str_('Chairs'), np.str_('Furnishings')]",2
OD-000811,"[np.str_('Paper'), np.str_('Binders'), np.str_('Tables'), np.str_('Machines'), np.str_('Storage')]",5
OD-000812,"[np.str_('Binders'), np.str_('Paper'), np.str_('Phones')]",3
OD-000813,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000814,"[np.str_('Labels'), np.str_('Tables'), np.str_('Binders'), np.str_('Machines')]",4
OD-000815,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Binders'), np.str_('Furnishings')]",4
OD-000816,"[np.str_('Paper'), np.str_('Storage')]",2
OD-000817,"[np.str_('Labels'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000818,"[np.str_('Tables'), np.str_('Furnishings')]",2
OD-000819,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000820,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-000821,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000822,"[np.str_('Tables'), np.str_('Accessories')]",2
OD-000823,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Binders')]",5
OD-000824,"[np.str_('Paper'), np.str_('Binders')]",2
OD-000825,"[np.str_('Binders'), np.str_('Furnishings')]",2
OD-000826,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000827,"[np.str_('Binders'), np.str_('Storage'), np.str_('Bookcases'), np.str_('Furnishings')]",4
OD-000828,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Phones')]",3
OD-000829,"[np.str_('Paper'), np.str_('Accessories')]",2
OD-000830,"[np.str_('Labels'), np.str_('Machines')]",2
OD-000831,"[np.str_('Labels'), np.str_('Paper'), np.str_('Phones')]",3
OD-000832,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000833,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-000834,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-000835,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Tables')]",3
OD-000836,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000837,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-000838,"[np.str_('Tables'), np.str_('Phones')]",2
OD-000839,"[np.str_('Chairs'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Storage')]",5
OD-000840,"[np.str_('Tables'), np.str_('Binders')]",2
OD-000841,"[np.str_('Labels'), np.str_('Binders'), np.str_('Tables')]",3
OD-000842,"[np.str_('Machines'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000843,"[np.str_('Labels'), np.str_('Supplies')]",2
OD-000844,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000845,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Accessories')]",3
OD-000846,"[np.str_('Binders'), np.str_('Labels'), np.str_('Bookcases')]",3
OD-000847,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines')]",5
OD-000848,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-000849,"[np.str_('Chairs'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-000850,"[np.str_('Paper'), np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000851,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Accessories')]",3
OD-000852,"[np.str_('Chairs'), np.str_('Accessories'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000853,"[np.str_('Storage'), np.str_('Machines')]",2
OD-000854,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-000855,"[np.str_('Paper'), np.str_('Binders'), np.str_('Tables'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-000856,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Copiers')]",3
OD-000857,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000858,"[np.str_('Copiers'), np.str_('Storage')]",2
OD-000859,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Binders'), np.str_('Storage')]",5
OD-000860,"[np.str_('Tables'), np.str_('Phones'), np.str_('Accessories')]",3
OD-000861,"[np.str_('Bookcases'), np.str_('Storage')]",2
OD-000862,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-000864,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Phones')]",3
OD-000865,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000866,"[np.str_('Copiers'), np.str_('Supplies')]",2
OD-000867,"[np.str_('Accessories'), np.str_('Phones')]",2
OD-000868,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000869,"[np.str_('Labels'), np.str_('Furnishings')]",2
OD-000870,"[np.str_('Phones'), np.str_('Furnishings')]",2
OD-000871,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Supplies'), np.str_('Accessories')]",4
OD-000872,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-000873,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Bookcases')]",3
OD-000874,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-000875,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Tables'), np.str_('Binders'), np.str_('Supplies')]",5
OD-000876,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-000877,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000878,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-000879,"[np.str_('Accessories'), np.str_('Chairs')]",2
OD-000880,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-000881,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Machines')]",3
OD-000882,"[np.str_('Bookcases'), np.str_('Phones')]",2
OD-000883,"[np.str_('Labels'), np.str_('Binders'), np.str_('Storage'), np.str_('Furnishings')]",4
OD-000884,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-000885,"[np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-000886,"[np.str_('Copiers'), np.str_('Accessories'), np.str_('Paper'), np.str_('Phones')]",4
OD-000887,"[np.str_('Binders'), np.str_('Phones'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000888,"[np.str_('Paper'), np.str_('Phones'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-000889,"[np.str_('Tables'), np.str_('Machines')]",2
OD-000890,"[np.str_('Machines'), np.str_('Chairs')]",2
OD-000891,"[np.str_('Bookcases'), np.str_('Binders')]",2
OD-000892,"[np.str_('Furnishings'), np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000893,"[np.str_('Phones'), np.str_('Labels'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000894,"[np.str_('Furnishings'), np.str_('Labels'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-000895,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",4
OD-000897,"[np.str_('Labels'), np.str_('Binders')]",2
OD-000898,"[np.str_('Binders'), np.str_('Paper'), np.str_('Storage'), np.str_('Supplies')]",4
OD-000899,"[np.str_('Binders'), np.str_('Supplies'), np.str_('Tables')]",3
OD-000900,"[np.str_('Accessories'), np.str_('Supplies'), np.str_('Tables')]",3
OD-000901,"[np.str_('Phones'), np.str_('Machines')]",2
OD-000902,"[np.str_('Copiers'), np.str_('Phones')]",2
OD-000903,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000904,"[np.str_('Machines'), np.str_('Furnishings')]",2
OD-000905,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000906,"[np.str_('Accessories'), np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Copiers')]",5
OD-000907,"[np.str_('Machines'), np.str_('Tables'), np.str_('Supplies')]",3
OD-000908,"[np.str_('Paper'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000909,"[np.str_('Binders'), np.str_('Furnishings')]",2
OD-000910,"[np.str_('Accessories'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000911,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-000912,"[np.str_('Accessories'), np.str_('Furnishings')]",2
OD-000913,"[np.str_('Phones'), np.str_('Accessories'), np.str_('Copiers'), np.str_('Binders')]",4
OD-000914,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies')]",3
OD-000915,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-000916,"[np.str_('Tables'), np.str_('Paper'), np.str_('Chairs')]",3
OD-000917,"[np.str_('Labels'), np.str_('Paper'), np.str_('Bookcases')]",3
OD-000918,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000919,"[np.str_('Bookcases'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000921,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-000922,"[np.str_('Furnishings'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-000923,"[np.str_('Tables'), np.str_('Storage')]",2
OD-000924,"[np.str_('Tables'), np.str_('Phones')]",2
OD-000925,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-000926,"[np.str_('Paper'), np.str_('Phones')]",2
OD-000927,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",4
OD-000928,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",4
OD-000929,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Binders')]",3
OD-000930,"[np.str_('Binders'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000931,"[np.str_('Binders'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000932,"[np.str_('Phones'), np.str_('Machines')]",2
OD-000933,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000934,"[np.str_('Accessories'), np.str_('Supplies'), np.str_('Machines')]",3
OD-000935,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Bookcases')]",4
OD-000936,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000937,"[np.str_('Phones'), np.str_('Accessories'), np.str_('Bookcases'), np.str_('Tables')]",4
OD-000939,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Furnishings')]",5
OD-000940,"[np.str_('Paper'), np.str_('Phones'), np.str_('Bookcases'), np.str_('Copiers'), np.str_('Storage')]",5
OD-000941,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",4
OD-000942,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Storage'), np.str_('Chairs')]",4
OD-000943,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000944,"[np.str_('Phones'), np.str_('Furnishings')]",2
OD-000945,"[np.str_('Paper'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000946,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",4
OD-000947,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000948,"[np.str_('Paper'), np.str_('Phones'), np.str_('Labels'), np.str_('Machines'), np.str_('Copiers')]",5
